3	0
1.00E-03	0.00E+00
2.00E-03	0.00E+00
3.00E-03	0.00E+00
4.00E-03	0.00E+00
5.00E-03	4.44E-28
6.00E-03	8.49E-16
7.00E-03	8.35E-11
8.00E-03	8.61E-76
9.00E-03	1.31E-24
1.00E-02	2.02E-19
1.10E-02	1.86E-15
1.20E-02	1.15E-12
1.30E-02	1.94E-97
1.40E-02	8.59E-80
1.50E-02	2.76E-66
1.60E-02	8.85E-56
1.70E-02	1.74E-47
1.80E-02	7.80E-41
1.90E-02	2.01E-35
2.00E-02	5.71E-31
2.10E-02	2.89E-27
2.20E-02	3.68E-24
2.30E-02	1.54E-21
2.40E-02	2.60E-19
2.50E-02	2.08E-17
2.60E-02	9.02E-16
2.70E-02	2.34E-14
2.80E-02	3.95E-13
2.90E-02	4.65E-12
3.00E-02	4.02E-11
3.10E-02	2.69E-10
3.20E-02	1.44E-09
3.30E-02	6.33E-09
3.40E-02	2.37E-08
3.50E-02	7.68E-08
3.60E-02	2.20E-07
3.70E-02	5.64E-07
3.80E-02	1.32E-06
3.90E-02	2.82E-06
4.00E-02	5.63E-06
4.10E-02	1.05E-05
4.20E-02	1.85E-05
4.30E-02	3.09E-05
4.40E-02	4.93E-05
4.50E-02	7.56E-05
4.60E-02	1.12E-04
4.70E-02	1.59E-04
4.80E-02	2.21E-04
4.90E-02	2.98E-04
5.00E-02	3.92E-04
5.10E-02	5.04E-04
5.20E-02	6.35E-04
5.30E-02	7.87E-04
5.40E-02	9.58E-04
5.50E-02	1.15E-03
5.60E-02	1.36E-03
5.70E-02	1.58E-03
5.80E-02	1.83E-03
5.90E-02	2.09E-03
6.00E-02	2.36E-03
6.10E-02	2.64E-03
6.20E-02	2.93E-03
6.30E-02	3.22E-03
6.40E-02	3.52E-03
6.50E-02	3.83E-03
6.60E-02	4.13E-03
6.70E-02	4.43E-03
6.80E-02	4.73E-03
6.90E-02	5.02E-03
7.00E-02	5.31E-03
7.10E-02	5.59E-03
7.20E-02	5.86E-03
7.30E-02	6.12E-03
7.40E-02	6.37E-03
7.50E-02	6.61E-03
7.60E-02	6.84E-03
7.70E-02	7.05E-03
7.80E-02	7.25E-03
7.90E-02	7.43E-03
8.00E-02	7.61E-03
8.10E-02	7.77E-03
8.20E-02	7.91E-03
8.30E-02	8.05E-03
8.40E-02	8.17E-03
8.50E-02	8.27E-03
8.60E-02	8.37E-03
8.70E-02	8.45E-03
8.80E-02	8.52E-03
8.90E-02	8.58E-03
9.00E-02	8.63E-03
9.10E-02	8.66E-03
9.20E-02	8.69E-03
9.30E-02	8.71E-03
9.40E-02	8.71E-03
9.50E-02	8.71E-03
9.60E-02	8.70E-03
9.70E-02	8.68E-03
9.80E-02	8.66E-03
9.90E-02	8.62E-03
1.00E-01	8.59E-03
1.01E-01	8.54E-03
1.02E-01	8.49E-03
1.03E-01	8.43E-03
1.04E-01	8.37E-03
1.05E-01	8.30E-03
1.06E-01	8.23E-03
1.07E-01	8.15E-03
1.08E-01	8.07E-03
1.09E-01	7.99E-03
1.10E-01	7.90E-03
1.11E-01	7.81E-03
1.12E-01	7.72E-03
1.13E-01	7.63E-03
1.14E-01	7.53E-03
1.15E-01	7.44E-03
1.16E-01	7.34E-03
1.17E-01	7.24E-03
1.18E-01	7.14E-03
1.19E-01	7.03E-03
1.20E-01	6.93E-03
1.21E-01	6.83E-03
1.22E-01	6.72E-03
1.23E-01	6.62E-03
1.24E-01	6.51E-03
1.25E-01	6.41E-03
1.26E-01	6.30E-03
1.27E-01	6.20E-03
1.28E-01	6.09E-03
1.29E-01	5.99E-03
1.30E-01	5.88E-03
1.31E-01	5.78E-03
1.32E-01	5.68E-03
1.33E-01	5.58E-03
1.34E-01	5.47E-03
1.35E-01	5.37E-03
1.36E-01	5.27E-03
1.37E-01	5.18E-03
1.38E-01	5.08E-03
1.39E-01	4.98E-03
1.40E-01	4.89E-03
1.41E-01	4.79E-03
1.42E-01	4.70E-03
1.43E-01	4.61E-03
1.44E-01	4.52E-03
1.45E-01	4.43E-03
1.46E-01	4.34E-03
1.47E-01	4.25E-03
1.48E-01	4.16E-03
1.49E-01	4.08E-03
1.50E-01	4.00E-03
1.51E-01	3.91E-03
1.52E-01	3.83E-03
1.53E-01	3.75E-03
1.54E-01	3.68E-03
1.55E-01	3.60E-03
1.56E-01	3.52E-03
1.57E-01	3.45E-03
1.58E-01	3.38E-03
1.59E-01	3.30E-03
1.60E-01	3.23E-03
1.61E-01	3.16E-03
1.62E-01	3.10E-03
1.63E-01	3.03E-03
1.64E-01	2.96E-03
